accession	TF	annotationSource	description	#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species
ENCFF357PSM	Lhr	directAnnotation	gene is directly annotated	ENCFF357PSM	ENCFF357PSM	ENCFF357PSM	chip	2.0	Lhr	0	None	None	1	None	None
ENCFF739NGN	CG17385	directAnnotation	gene is directly annotated	ENCFF739NGN	ENCFF739NGN	ENCFF739NGN	chip	2.0	CG17385	0	None	None	1	None	None
ENCFF769YML	CG17385	directAnnotation	gene is directly annotated	ENCFF769YML	ENCFF769YML	ENCFF769YML	chip	2.0	CG17385	0	None	None	1	None	None
ENCFF089RRG	CG17385	directAnnotation	gene is directly annotated	ENCFF089RRG	ENCFF089RRG	ENCFF089RRG	chip	2.0	CG17385	0	None	None	1	None	None
ENCFF351MWE	CG17385	directAnnotation	gene is directly annotated	ENCFF351MWE	ENCFF351MWE	ENCFF351MWE	chip	2.0	CG17385	0	None	None	1	None	None
ENCFF344SAZ	sd	directAnnotation	gene is directly annotated	ENCFF344SAZ	ENCFF344SAZ	ENCFF344SAZ	chip	2.0	sd	0	None	None	1	None	None
ENCFF969KKV	sd	directAnnotation	gene is directly annotated	ENCFF969KKV	ENCFF969KKV	ENCFF969KKV	chip	2.0	sd	0	None	None	1	None	None
ENCFF832RMN	sd	directAnnotation	gene is directly annotated	ENCFF832RMN	ENCFF832RMN	ENCFF832RMN	chip	2.0	sd	0	None	None	1	None	None
ENCFF176QDX	sd	directAnnotation	gene is directly annotated	ENCFF176QDX	ENCFF176QDX	ENCFF176QDX	chip	2.0	sd	0	None	None	1	None	None
ENCFF495OBQ	Sox14	directAnnotation	gene is directly annotated	ENCFF495OBQ	ENCFF495OBQ	ENCFF495OBQ	chip	2.0	Sox14	0	None	None	1	None	None
ENCFF606TCZ	Sox14	directAnnotation	gene is directly annotated	ENCFF606TCZ	ENCFF606TCZ	ENCFF606TCZ	chip	2.0	Sox14	0	None	None	1	None	None
ENCFF977QZA	Sox14	directAnnotation	gene is directly annotated	ENCFF977QZA	ENCFF977QZA	ENCFF977QZA	chip	2.0	Sox14	0	None	None	1	None	None
ENCFF696XQZ	Sox14	directAnnotation	gene is directly annotated	ENCFF696XQZ	ENCFF696XQZ	ENCFF696XQZ	chip	2.0	Sox14	0	None	None	1	None	None
ENCFF465TWF	CG3065	directAnnotation	gene is directly annotated	ENCFF465TWF	ENCFF465TWF	ENCFF465TWF	chip	2.0	CG3065	0	None	None	1	None	None
ENCFF005UBI	CG3065	directAnnotation	gene is directly annotated	ENCFF005UBI	ENCFF005UBI	ENCFF005UBI	chip	2.0	CG3065	0	None	None	1	None	None
ENCFF645FJN	CG3065	directAnnotation	gene is directly annotated	ENCFF645FJN	ENCFF645FJN	ENCFF645FJN	chip	2.0	CG3065	0	None	None	1	None	None
ENCFF969PUM	mirr	directAnnotation	gene is directly annotated	ENCFF969PUM	ENCFF969PUM	ENCFF969PUM	chip	2.0	mirr	0	None	None	1	None	None
ENCFF312FFJ	mirr	directAnnotation	gene is directly annotated	ENCFF312FFJ	ENCFF312FFJ	ENCFF312FFJ	chip	2.0	mirr	0	None	None	1	None	None
ENCFF934NWH	mirr	directAnnotation	gene is directly annotated	ENCFF934NWH	ENCFF934NWH	ENCFF934NWH	chip	2.0	mirr	0	None	None	1	None	None
ENCFF270ZRT	mirr	directAnnotation	gene is directly annotated	ENCFF270ZRT	ENCFF270ZRT	ENCFF270ZRT	chip	2.0	mirr	0	None	None	1	None	None
ENCFF682CHK	ADD1	directAnnotation	gene is directly annotated	ENCFF682CHK	ENCFF682CHK	ENCFF682CHK	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF580BCM	ADD1	directAnnotation	gene is directly annotated	ENCFF580BCM	ENCFF580BCM	ENCFF580BCM	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF465RWN	ADD1	directAnnotation	gene is directly annotated	ENCFF465RWN	ENCFF465RWN	ENCFF465RWN	chip	2.0	ADD1	0	None	None	1	None	None
ENCFF537SGG	fd96Cb	directAnnotation	gene is directly annotated	ENCFF537SGG	ENCFF537SGG	ENCFF537SGG	chip	2.0	fd96Cb	0	None	None	1	None	None
ENCFF933SOS	fd96Cb	directAnnotation	gene is directly annotated	ENCFF933SOS	ENCFF933SOS	ENCFF933SOS	chip	2.0	fd96Cb	0	None	None	1	None	None
ENCFF784JYM	fd96Cb	directAnnotation	gene is directly annotated	ENCFF784JYM	ENCFF784JYM	ENCFF784JYM	chip	2.0	fd96Cb	0	None	None	1	None	None
ENCFF415MRT	dpn	directAnnotation	gene is directly annotated	ENCFF415MRT	ENCFF415MRT	ENCFF415MRT	chip	2.0	dpn	0	None	None	1	None	None
ENCFF964FIQ	dpn	directAnnotation	gene is directly annotated	ENCFF964FIQ	ENCFF964FIQ	ENCFF964FIQ	chip	2.0	dpn	0	None	None	1	None	None
ENCFF486BTU	dpn	directAnnotation	gene is directly annotated	ENCFF486BTU	ENCFF486BTU	ENCFF486BTU	chip	2.0	dpn	0	None	None	1	None	None
ENCFF028KES	dpn	directAnnotation	gene is directly annotated	ENCFF028KES	ENCFF028KES	ENCFF028KES	chip	2.0	dpn	0	None	None	1	None	None
ENCFF173YOL	Eip75B	directAnnotation	gene is directly annotated	ENCFF173YOL	ENCFF173YOL	ENCFF173YOL	chip	2.0	Eip75B	0	None	None	1	None	None
ENCFF655KXJ	Eip75B	directAnnotation	gene is directly annotated	ENCFF655KXJ	ENCFF655KXJ	ENCFF655KXJ	chip	2.0	Eip75B	0	None	None	1	None	None
ENCFF214FLL	Eip75B	directAnnotation	gene is directly annotated	ENCFF214FLL	ENCFF214FLL	ENCFF214FLL	chip	2.0	Eip75B	0	None	None	1	None	None
ENCFF205IZJ	Eip75B	directAnnotation	gene is directly annotated	ENCFF205IZJ	ENCFF205IZJ	ENCFF205IZJ	chip	2.0	Eip75B	0	None	None	1	None	None
ENCFF333ZTS	Ets97D	directAnnotation	gene is directly annotated	ENCFF333ZTS	ENCFF333ZTS	ENCFF333ZTS	chip	2.0	Ets97D	0	None	None	1	None	None
ENCFF243SFD	Ets97D	directAnnotation	gene is directly annotated	ENCFF243SFD	ENCFF243SFD	ENCFF243SFD	chip	2.0	Ets97D	0	None	None	1	None	None
ENCFF874YED	Ets97D	directAnnotation	gene is directly annotated	ENCFF874YED	ENCFF874YED	ENCFF874YED	chip	2.0	Ets97D	0	None	None	1	None	None
ENCFF678DRO	Ets97D	directAnnotation	gene is directly annotated	ENCFF678DRO	ENCFF678DRO	ENCFF678DRO	chip	2.0	Ets97D	0	None	None	1	None	None
ENCFF106GSS	ewg	directAnnotation	gene is directly annotated	ENCFF106GSS	ENCFF106GSS	ENCFF106GSS	chip	2.0	ewg	0	None	None	1	None	None
ENCFF183MCD	ewg	directAnnotation	gene is directly annotated	ENCFF183MCD	ENCFF183MCD	ENCFF183MCD	chip	2.0	ewg	0	None	None	1	None	None
ENCFF706UID	ewg	directAnnotation	gene is directly annotated	ENCFF706UID	ENCFF706UID	ENCFF706UID	chip	2.0	ewg	0	None	None	1	None	None
ENCFF957VYR	ewg	directAnnotation	gene is directly annotated	ENCFF957VYR	ENCFF957VYR	ENCFF957VYR	chip	2.0	ewg	0	None	None	1	None	None
ENCFF962DXW	CG12659	directAnnotation	gene is directly annotated	ENCFF962DXW	ENCFF962DXW	ENCFF962DXW	chip	2.0	CG12659	0	None	None	1	None	None
ENCFF866NRV	CG12659	directAnnotation	gene is directly annotated	ENCFF866NRV	ENCFF866NRV	ENCFF866NRV	chip	2.0	CG12659	0	None	None	1	None	None
ENCFF184DQC	CG12659	directAnnotation	gene is directly annotated	ENCFF184DQC	ENCFF184DQC	ENCFF184DQC	chip	2.0	CG12659	0	None	None	1	None	None
ENCFF748UKJ	CG12659	directAnnotation	gene is directly annotated	ENCFF748UKJ	ENCFF748UKJ	ENCFF748UKJ	chip	2.0	CG12659	0	None	None	1	None	None
ENCFF676JQT	CG10565	directAnnotation	gene is directly annotated	ENCFF676JQT	ENCFF676JQT	ENCFF676JQT	chip	2.0	CG10565	0	None	None	1	None	None
ENCFF314UUC	CG10565	directAnnotation	gene is directly annotated	ENCFF314UUC	ENCFF314UUC	ENCFF314UUC	chip	2.0	CG10565	0	None	None	1	None	None
ENCFF126LWJ	CG10565	directAnnotation	gene is directly annotated	ENCFF126LWJ	ENCFF126LWJ	ENCFF126LWJ	chip	2.0	CG10565	0	None	None	1	None	None
ENCFF788QAQ	CG10565	directAnnotation	gene is directly annotated	ENCFF788QAQ	ENCFF788QAQ	ENCFF788QAQ	chip	2.0	CG10565	0	None	None	1	None	None
ENCFF853TFJ	tx	directAnnotation	gene is directly annotated	ENCFF853TFJ	ENCFF853TFJ	ENCFF853TFJ	chip	2.0	tx	0	None	None	1	None	None
ENCFF805JWD	tx	directAnnotation	gene is directly annotated	ENCFF805JWD	ENCFF805JWD	ENCFF805JWD	chip	2.0	tx	0	None	None	1	None	None
ENCFF592ARG	tx	directAnnotation	gene is directly annotated	ENCFF592ARG	ENCFF592ARG	ENCFF592ARG	chip	2.0	tx	0	None	None	1	None	None
ENCFF234HVQ	sima	directAnnotation	gene is directly annotated	ENCFF234HVQ	ENCFF234HVQ	ENCFF234HVQ	chip	2.0	sima	0	None	None	1	None	None
ENCFF025SRQ	sima	directAnnotation	gene is directly annotated	ENCFF025SRQ	ENCFF025SRQ	ENCFF025SRQ	chip	2.0	sima	0	None	None	1	None	None
ENCFF728SUY	sima	directAnnotation	gene is directly annotated	ENCFF728SUY	ENCFF728SUY	ENCFF728SUY	chip	2.0	sima	0	None	None	1	None	None
ENCFF404GRO	CG3407	directAnnotation	gene is directly annotated	ENCFF404GRO	ENCFF404GRO	ENCFF404GRO	chip	2.0	CG3407	0	None	None	1	None	None
ENCFF122XNM	CG3407	directAnnotation	gene is directly annotated	ENCFF122XNM	ENCFF122XNM	ENCFF122XNM	chip	2.0	CG3407	0	None	None	1	None	None
ENCFF442ZMX	CG3407	directAnnotation	gene is directly annotated	ENCFF442ZMX	ENCFF442ZMX	ENCFF442ZMX	chip	2.0	CG3407	0	None	None	1	None	None
ENCFF048YIT	CG15696	directAnnotation	gene is directly annotated	ENCFF048YIT	ENCFF048YIT	ENCFF048YIT	chip	2.0	CG15696	0	None	None	1	None	None
ENCFF804XFE	CG15696	directAnnotation	gene is directly annotated	ENCFF804XFE	ENCFF804XFE	ENCFF804XFE	chip	2.0	CG15696	0	None	None	1	None	None
ENCFF743YJT	CG15696	directAnnotation	gene is directly annotated	ENCFF743YJT	ENCFF743YJT	ENCFF743YJT	chip	2.0	CG15696	0	None	None	1	None	None
ENCFF450BQP	Sry-beta	directAnnotation	gene is directly annotated	ENCFF450BQP	ENCFF450BQP	ENCFF450BQP	chip	2.0	Sry-beta	0	None	None	1	None	None
ENCFF084LFL	Sry-beta	directAnnotation	gene is directly annotated	ENCFF084LFL	ENCFF084LFL	ENCFF084LFL	chip	2.0	Sry-beta	0	None	None	1	None	None
ENCFF637PIF	Sry-beta	directAnnotation	gene is directly annotated	ENCFF637PIF	ENCFF637PIF	ENCFF637PIF	chip	2.0	Sry-beta	0	None	None	1	None	None
ENCFF472KUM	CG3838	directAnnotation	gene is directly annotated	ENCFF472KUM	ENCFF472KUM	ENCFF472KUM	chip	2.0	CG3838	0	None	None	1	None	None
ENCFF374XUL	CG3838	directAnnotation	gene is directly annotated	ENCFF374XUL	ENCFF374XUL	ENCFF374XUL	chip	2.0	CG3838	0	None	None	1	None	None
ENCFF296HDG	CG3838	directAnnotation	gene is directly annotated	ENCFF296HDG	ENCFF296HDG	ENCFF296HDG	chip	2.0	CG3838	0	None	None	1	None	None
ENCFF425HBB	CG3838	directAnnotation	gene is directly annotated	ENCFF425HBB	ENCFF425HBB	ENCFF425HBB	chip	2.0	CG3838	0	None	None	1	None	None
ENCFF951PFI	exex	directAnnotation	gene is directly annotated	ENCFF951PFI	ENCFF951PFI	ENCFF951PFI	chip	2.0	exex	0	None	None	1	None	None
ENCFF264GXT	exex	directAnnotation	gene is directly annotated	ENCFF264GXT	ENCFF264GXT	ENCFF264GXT	chip	2.0	exex	0	None	None	1	None	None
ENCFF007RLW	exex	directAnnotation	gene is directly annotated	ENCFF007RLW	ENCFF007RLW	ENCFF007RLW	chip	2.0	exex	0	None	None	1	None	None
ENCFF448PAY	exex	directAnnotation	gene is directly annotated	ENCFF448PAY	ENCFF448PAY	ENCFF448PAY	chip	2.0	exex	0	None	None	1	None	None
ENCFF235CGV	exex	directAnnotation	gene is directly annotated	ENCFF235CGV	ENCFF235CGV	ENCFF235CGV	chip	2.0	exex	0	None	None	1	None	None
ENCFF669VPC	sc	directAnnotation	gene is directly annotated	ENCFF669VPC	ENCFF669VPC	ENCFF669VPC	chip	2.0	sc	0	None	None	1	None	None
ENCFF091JPN	sc	directAnnotation	gene is directly annotated	ENCFF091JPN	ENCFF091JPN	ENCFF091JPN	chip	2.0	sc	0	None	None	1	None	None
ENCFF146MSU	sc	directAnnotation	gene is directly annotated	ENCFF146MSU	ENCFF146MSU	ENCFF146MSU	chip	2.0	sc	0	None	None	1	None	None
ENCFF644WOD	sc	directAnnotation	gene is directly annotated	ENCFF644WOD	ENCFF644WOD	ENCFF644WOD	chip	2.0	sc	0	None	None	1	None	None
ENCFF180BCK	salr	directAnnotation	gene is directly annotated	ENCFF180BCK	ENCFF180BCK	ENCFF180BCK	chip	2.0	salr	0	None	None	1	None	None
ENCFF956YYI	salr	directAnnotation	gene is directly annotated	ENCFF956YYI	ENCFF956YYI	ENCFF956YYI	chip	2.0	salr	0	None	None	1	None	None
ENCFF928WEN	salr	directAnnotation	gene is directly annotated	ENCFF928WEN	ENCFF928WEN	ENCFF928WEN	chip	2.0	salr	0	None	None	1	None	None
ENCFF647PPL	salr	directAnnotation	gene is directly annotated	ENCFF647PPL	ENCFF647PPL	ENCFF647PPL	chip	2.0	salr	0	None	None	1	None	None
ENCFF317KJG	jing	directAnnotation	gene is directly annotated	ENCFF317KJG	ENCFF317KJG	ENCFF317KJG	chip	2.0	jing	0	None	None	1	None	None
ENCFF791MHO	jing	directAnnotation	gene is directly annotated	ENCFF791MHO	ENCFF791MHO	ENCFF791MHO	chip	2.0	jing	0	None	None	1	None	None
ENCFF206HHW	jing	directAnnotation	gene is directly annotated	ENCFF206HHW	ENCFF206HHW	ENCFF206HHW	chip	2.0	jing	0	None	None	1	None	None
ENCFF834SEQ	CG13775	directAnnotation	gene is directly annotated	ENCFF834SEQ	ENCFF834SEQ	ENCFF834SEQ	chip	2.0	CG13775	0	None	None	1	None	None
ENCFF144TTD	CG13775	directAnnotation	gene is directly annotated	ENCFF144TTD	ENCFF144TTD	ENCFF144TTD	chip	2.0	CG13775	0	None	None	1	None	None
ENCFF405AUW	CG13775	directAnnotation	gene is directly annotated	ENCFF405AUW	ENCFF405AUW	ENCFF405AUW	chip	2.0	CG13775	0	None	None	1	None	None
ENCFF692OKA	CG13775	directAnnotation	gene is directly annotated	ENCFF692OKA	ENCFF692OKA	ENCFF692OKA	chip	2.0	CG13775	0	None	None	1	None	None
ENCFF625AHC	CG6813	directAnnotation	gene is directly annotated	ENCFF625AHC	ENCFF625AHC	ENCFF625AHC	chip	2.0	CG6813	0	None	None	1	None	None
ENCFF461QBN	CG6813	directAnnotation	gene is directly annotated	ENCFF461QBN	ENCFF461QBN	ENCFF461QBN	chip	2.0	CG6813	0	None	None	1	None	None
ENCFF109KUD	CG6813	directAnnotation	gene is directly annotated	ENCFF109KUD	ENCFF109KUD	ENCFF109KUD	chip	2.0	CG6813	0	None	None	1	None	None
ENCFF846DPP	CG1529	directAnnotation	gene is directly annotated	ENCFF846DPP	ENCFF846DPP	ENCFF846DPP	chip	2.0	CG1529	0	None	None	1	None	None
ENCFF296BNF	CG1529	directAnnotation	gene is directly annotated	ENCFF296BNF	ENCFF296BNF	ENCFF296BNF	chip	2.0	CG1529	0	None	None	1	None	None
ENCFF411OEN	CG1529	directAnnotation	gene is directly annotated	ENCFF411OEN	ENCFF411OEN	ENCFF411OEN	chip	2.0	CG1529	0	None	None	1	None	None
ENCFF518VUE	CG1529	directAnnotation	gene is directly annotated	ENCFF518VUE	ENCFF518VUE	ENCFF518VUE	chip	2.0	CG1529	0	None	None	1	None	None
ENCFF372EUF	salr	directAnnotation	gene is directly annotated	ENCFF372EUF	ENCFF372EUF	ENCFF372EUF	chip	2.0	salr	0	None	None	1	None	None
ENCFF643YWW	salr	directAnnotation	gene is directly annotated	ENCFF643YWW	ENCFF643YWW	ENCFF643YWW	chip	2.0	salr	0	None	None	1	None	None
ENCFF107KAV	salr	directAnnotation	gene is directly annotated	ENCFF107KAV	ENCFF107KAV	ENCFF107KAV	chip	2.0	salr	0	None	None	1	None	None
ENCFF433FHJ	salr	directAnnotation	gene is directly annotated	ENCFF433FHJ	ENCFF433FHJ	ENCFF433FHJ	chip	2.0	salr	0	None	None	1	None	None
ENCFF734JTI	CG14710	directAnnotation	gene is directly annotated	ENCFF734JTI	ENCFF734JTI	ENCFF734JTI	chip	2.0	CG14710	0	None	None	1	None	None
ENCFF829MOG	CG14710	directAnnotation	gene is directly annotated	ENCFF829MOG	ENCFF829MOG	ENCFF829MOG	chip	2.0	CG14710	0	None	None	1	None	None
ENCFF721GXR	CG14710	directAnnotation	gene is directly annotated	ENCFF721GXR	ENCFF721GXR	ENCFF721GXR	chip	2.0	CG14710	0	None	None	1	None	None
ENCFF680MTY	CG14710	directAnnotation	gene is directly annotated	ENCFF680MTY	ENCFF680MTY	ENCFF680MTY	chip	2.0	CG14710	0	None	None	1	None	None
ENCFF352RUW	CG10543	directAnnotation	gene is directly annotated	ENCFF352RUW	ENCFF352RUW	ENCFF352RUW	chip	2.0	CG10543	0	None	None	1	None	None
ENCFF611GZJ	CG10543	directAnnotation	gene is directly annotated	ENCFF611GZJ	ENCFF611GZJ	ENCFF611GZJ	chip	2.0	CG10543	0	None	None	1	None	None
ENCFF596ONQ	CG10543	directAnnotation	gene is directly annotated	ENCFF596ONQ	ENCFF596ONQ	ENCFF596ONQ	chip	2.0	CG10543	0	None	None	1	None	None
ENCFF161JXZ	CG10543	directAnnotation	gene is directly annotated	ENCFF161JXZ	ENCFF161JXZ	ENCFF161JXZ	chip	2.0	CG10543	0	None	None	1	None	None
ENCFF225GJO	ovo	directAnnotation	gene is directly annotated	ENCFF225GJO	ENCFF225GJO	ENCFF225GJO	chip	2.0	ovo	0	None	None	1	None	None
ENCFF081VSL	ovo	directAnnotation	gene is directly annotated	ENCFF081VSL	ENCFF081VSL	ENCFF081VSL	chip	2.0	ovo	0	None	None	1	None	None
ENCFF253NLS	ovo	directAnnotation	gene is directly annotated	ENCFF253NLS	ENCFF253NLS	ENCFF253NLS	chip	2.0	ovo	0	None	None	1	None	None
ENCFF674XWH	CG17568	directAnnotation	gene is directly annotated	ENCFF674XWH	ENCFF674XWH	ENCFF674XWH	chip	2.0	CG17568	0	None	None	1	None	None
ENCFF071AVR	CG17568	directAnnotation	gene is directly annotated	ENCFF071AVR	ENCFF071AVR	ENCFF071AVR	chip	2.0	CG17568	0	None	None	1	None	None
ENCFF114FNX	CG17568	directAnnotation	gene is directly annotated	ENCFF114FNX	ENCFF114FNX	ENCFF114FNX	chip	2.0	CG17568	0	None	None	1	None	None
ENCFF976RQB	pdm3	directAnnotation	gene is directly annotated	ENCFF976RQB	ENCFF976RQB	ENCFF976RQB	chip	2.0	pdm3	0	None	None	1	None	None
ENCFF674OMO	pdm3	directAnnotation	gene is directly annotated	ENCFF674OMO	ENCFF674OMO	ENCFF674OMO	chip	2.0	pdm3	0	None	None	1	None	None
ENCFF568RJE	pdm3	directAnnotation	gene is directly annotated	ENCFF568RJE	ENCFF568RJE	ENCFF568RJE	chip	2.0	pdm3	0	None	None	1	None	None
ENCFF063YIJ	pdm3	directAnnotation	gene is directly annotated	ENCFF063YIJ	ENCFF063YIJ	ENCFF063YIJ	chip	2.0	pdm3	0	None	None	1	None	None
ENCFF857MTL	Blimp-1	directAnnotation	gene is directly annotated	ENCFF857MTL	ENCFF857MTL	ENCFF857MTL	chip	2.0	Blimp-1	0	None	None	1	None	None
ENCFF199OYY	Blimp-1	directAnnotation	gene is directly annotated	ENCFF199OYY	ENCFF199OYY	ENCFF199OYY	chip	2.0	Blimp-1	0	None	None	1	None	None
ENCFF234YZM	Blimp-1	directAnnotation	gene is directly annotated	ENCFF234YZM	ENCFF234YZM	ENCFF234YZM	chip	2.0	Blimp-1	0	None	None	1	None	None
ENCFF226VXP	Blimp-1	directAnnotation	gene is directly annotated	ENCFF226VXP	ENCFF226VXP	ENCFF226VXP	chip	2.0	Blimp-1	0	None	None	1	None	None
ENCFF504HNT	CG5180	directAnnotation	gene is directly annotated	ENCFF504HNT	ENCFF504HNT	ENCFF504HNT	chip	2.0	CG5180	0	None	None	1	None	None
ENCFF666JBZ	CG5180	directAnnotation	gene is directly annotated	ENCFF666JBZ	ENCFF666JBZ	ENCFF666JBZ	chip	2.0	CG5180	0	None	None	1	None	None
ENCFF746LSC	CG5180	directAnnotation	gene is directly annotated	ENCFF746LSC	ENCFF746LSC	ENCFF746LSC	chip	2.0	CG5180	0	None	None	1	None	None
ENCFF238SUZ	CG5180	directAnnotation	gene is directly annotated	ENCFF238SUZ	ENCFF238SUZ	ENCFF238SUZ	chip	2.0	CG5180	0	None	None	1	None	None
ENCFF639FEP	noc	directAnnotation	gene is directly annotated	ENCFF639FEP	ENCFF639FEP	ENCFF639FEP	chip	2.0	noc	0	None	None	1	None	None
ENCFF443RVY	noc	directAnnotation	gene is directly annotated	ENCFF443RVY	ENCFF443RVY	ENCFF443RVY	chip	2.0	noc	0	None	None	1	None	None
ENCFF754ICG	noc	directAnnotation	gene is directly annotated	ENCFF754ICG	ENCFF754ICG	ENCFF754ICG	chip	2.0	noc	0	None	None	1	None	None
ENCFF743EJN	noc	directAnnotation	gene is directly annotated	ENCFF743EJN	ENCFF743EJN	ENCFF743EJN	chip	2.0	noc	0	None	None	1	None	None
ENCFF019EQE	woc	directAnnotation	gene is directly annotated	ENCFF019EQE	ENCFF019EQE	ENCFF019EQE	chip	2.0	woc	0	None	None	1	None	None
ENCFF635THD	woc	directAnnotation	gene is directly annotated	ENCFF635THD	ENCFF635THD	ENCFF635THD	chip	2.0	woc	0	None	None	1	None	None
ENCFF270SWA	woc	directAnnotation	gene is directly annotated	ENCFF270SWA	ENCFF270SWA	ENCFF270SWA	chip	2.0	woc	0	None	None	1	None	None
ENCFF409BTV	CG7556	directAnnotation	gene is directly annotated	ENCFF409BTV	ENCFF409BTV	ENCFF409BTV	chip	2.0	CG7556	0	None	None	1	None	None
ENCFF054ZIQ	CG7556	directAnnotation	gene is directly annotated	ENCFF054ZIQ	ENCFF054ZIQ	ENCFF054ZIQ	chip	2.0	CG7556	0	None	None	1	None	None
ENCFF610PAG	CG7556	directAnnotation	gene is directly annotated	ENCFF610PAG	ENCFF610PAG	ENCFF610PAG	chip	2.0	CG7556	0	None	None	1	None	None
ENCFF637SEO	GATAd	directAnnotation	gene is directly annotated	ENCFF637SEO	ENCFF637SEO	ENCFF637SEO	chip	2.0	GATAd	0	None	None	1	None	None
ENCFF404FZK	GATAd	directAnnotation	gene is directly annotated	ENCFF404FZK	ENCFF404FZK	ENCFF404FZK	chip	2.0	GATAd	0	None	None	1	None	None
ENCFF565HVL	GATAd	directAnnotation	gene is directly annotated	ENCFF565HVL	ENCFF565HVL	ENCFF565HVL	chip	2.0	GATAd	0	None	None	1	None	None
ENCFF806EGS	CG14655	directAnnotation	gene is directly annotated	ENCFF806EGS	ENCFF806EGS	ENCFF806EGS	chip	2.0	CG14655	0	None	None	1	None	None
ENCFF904XOG	CG14655	directAnnotation	gene is directly annotated	ENCFF904XOG	ENCFF904XOG	ENCFF904XOG	chip	2.0	CG14655	0	None	None	1	None	None
ENCFF909MHY	CG14655	directAnnotation	gene is directly annotated	ENCFF909MHY	ENCFF909MHY	ENCFF909MHY	chip	2.0	CG14655	0	None	None	1	None	None
ENCFF613DEX	CG14655	directAnnotation	gene is directly annotated	ENCFF613DEX	ENCFF613DEX	ENCFF613DEX	chip	2.0	CG14655	0	None	None	1	None	None
ENCFF918VJE	acj6	directAnnotation	gene is directly annotated	ENCFF918VJE	ENCFF918VJE	ENCFF918VJE	chip	2.0	acj6	0	None	None	1	None	None
ENCFF055YYD	acj6	directAnnotation	gene is directly annotated	ENCFF055YYD	ENCFF055YYD	ENCFF055YYD	chip	2.0	acj6	0	None	None	1	None	None
ENCFF088CHO	acj6	directAnnotation	gene is directly annotated	ENCFF088CHO	ENCFF088CHO	ENCFF088CHO	chip	2.0	acj6	0	None	None	1	None	None
ENCFF797RJQ	acj6	directAnnotation	gene is directly annotated	ENCFF797RJQ	ENCFF797RJQ	ENCFF797RJQ	chip	2.0	acj6	0	None	None	1	None	None
ENCFF989TYH	CG17806	directAnnotation	gene is directly annotated	ENCFF989TYH	ENCFF989TYH	ENCFF989TYH	chip	2.0	CG17806	0	None	None	1	None	None
ENCFF591RJD	CG17806	directAnnotation	gene is directly annotated	ENCFF591RJD	ENCFF591RJD	ENCFF591RJD	chip	2.0	CG17806	0	None	None	1	None	None
ENCFF313NGE	CG17806	directAnnotation	gene is directly annotated	ENCFF313NGE	ENCFF313NGE	ENCFF313NGE	chip	2.0	CG17806	0	None	None	1	None	None
ENCFF784QAG	nau	directAnnotation	gene is directly annotated	ENCFF784QAG	ENCFF784QAG	ENCFF784QAG	chip	2.0	nau	0	None	None	1	None	None
ENCFF772YGA	nau	directAnnotation	gene is directly annotated	ENCFF772YGA	ENCFF772YGA	ENCFF772YGA	chip	2.0	nau	0	None	None	1	None	None
ENCFF605WZN	nau	directAnnotation	gene is directly annotated	ENCFF605WZN	ENCFF605WZN	ENCFF605WZN	chip	2.0	nau	0	None	None	1	None	None
ENCFF624UYB	nau	directAnnotation	gene is directly annotated	ENCFF624UYB	ENCFF624UYB	ENCFF624UYB	chip	2.0	nau	0	None	None	1	None	None
ENCFF132UBB	CG10631	directAnnotation	gene is directly annotated	ENCFF132UBB	ENCFF132UBB	ENCFF132UBB	chip	2.0	CG10631	0	None	None	1	None	None
ENCFF388RZV	CG10631	directAnnotation	gene is directly annotated	ENCFF388RZV	ENCFF388RZV	ENCFF388RZV	chip	2.0	CG10631	0	None	None	1	None	None
ENCFF858PMN	CG10631	directAnnotation	gene is directly annotated	ENCFF858PMN	ENCFF858PMN	ENCFF858PMN	chip	2.0	CG10631	0	None	None	1	None	None
ENCFF397MSL	CG8319	directAnnotation	gene is directly annotated	ENCFF397MSL	ENCFF397MSL	ENCFF397MSL	chip	2.0	CG8319	0	None	None	1	None	None
ENCFF071AAR	CG8319	directAnnotation	gene is directly annotated	ENCFF071AAR	ENCFF071AAR	ENCFF071AAR	chip	2.0	CG8319	0	None	None	1	None	None
ENCFF099SWY	CG8319	directAnnotation	gene is directly annotated	ENCFF099SWY	ENCFF099SWY	ENCFF099SWY	chip	2.0	CG8319	0	None	None	1	None	None
ENCFF654KYI	CG8319	directAnnotation	gene is directly annotated	ENCFF654KYI	ENCFF654KYI	ENCFF654KYI	chip	2.0	CG8319	0	None	None	1	None	None
ENCFF207TNI	Su(var)2-10	directAnnotation	gene is directly annotated	ENCFF207TNI	ENCFF207TNI	ENCFF207TNI	chip	2.0	Su(var)2-10	0	None	None	1	None	None
ENCFF311CMO	Su(var)2-10	directAnnotation	gene is directly annotated	ENCFF311CMO	ENCFF311CMO	ENCFF311CMO	chip	2.0	Su(var)2-10	0	None	None	1	None	None
